Year,Interest_Rate,Inflation_Rate,GDP,Unemployment_Rate,Population,House_Overhang,House_Supply,House_Supply_Log,House_Overhang_Log,District_Encoded,State,House_Type,Predicted_House_Price
2025,3.18,1.77,409448.04,3.4,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,261158.06
2026,3.0,1.88,421388.36,3.3,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,269075.84
2027,3.13,1.93,433328.07,3.5,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2028,3.11,1.94,445267.19,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2029,3.0,1.95,457205.71,3.4,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2025,3.18,1.77,409448.04,3.4,2094.0,98,8401,9.036225051729327,4.59511985013459,13.426443017335966,Kuala Lumpur,Condominium,468364.54
2026,3.0,1.88,421388.36,3.3,2120.5,75,8401,9.036225051729327,4.330733340286331,13.426443017335966,Kuala Lumpur,Condominium,467911.66
2027,3.13,1.93,433328.07,3.5,2147.1,58,8401,9.036225051729327,4.07753744390572,13.426443017335966,Kuala Lumpur,Condominium,466372.63
2028,3.11,1.94,445267.19,3.4,2173.6,44,8401,9.036225051729327,3.8066624897703196,13.426443017335966,Kuala Lumpur,Condominium,465557.54
2029,3.0,1.95,457205.71,3.4,2200.1,34,8401,9.036225051729327,3.5553480614894135,13.426443017335966,Kuala Lumpur,Condominium,465269.19
2025,3.18,1.77,409448.04,3.4,2094.0,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1698846.5
2026,3.0,1.88,421388.36,3.3,2120.5,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1694737.87
2027,3.13,1.93,433328.07,3.5,2147.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1693964.17
2028,3.11,1.94,445267.19,3.4,2173.6,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1693964.17
2029,3.0,1.95,457205.71,3.4,2200.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1694737.87
2025,3.18,1.77,409448.04,3.4,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,237247.26
2026,3.0,1.88,421388.36,3.3,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235149.07
2027,3.13,1.93,433328.07,3.5,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233887.92
2028,3.11,1.94,445267.19,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233682.16
2029,3.0,1.95,457205.71,3.4,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233932.14
2025,3.18,1.77,409448.04,3.4,2094.0,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1963347.89
2026,3.0,1.88,421388.36,3.3,2120.5,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1963347.89
2027,3.13,1.93,433328.07,3.5,2147.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1963347.89
2028,3.11,1.94,445267.19,3.4,2173.6,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1963347.89
2029,3.0,1.95,457205.71,3.4,2200.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1963347.89
2025,3.18,1.77,409448.04,3.4,2094.0,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,717492.78
2026,3.0,1.88,421388.36,3.3,2120.5,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,719249.8
2027,3.13,1.93,433328.07,3.5,2147.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,717901.64
2028,3.11,1.94,445267.19,3.4,2173.6,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,716946.54
2029,3.0,1.95,457205.71,3.4,2200.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722326.56
2025,3.18,1.77,409448.04,3.4,2094.0,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625343.95
2026,3.0,1.88,421388.36,3.3,2120.5,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625673.47
2027,3.13,1.93,433328.07,3.5,2147.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622432.65
2028,3.11,1.94,445267.19,3.4,2173.6,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622432.65
2029,3.0,1.95,457205.71,3.4,2200.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622760.64
2025,3.13,2.03,412184.22,3.3,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,261158.06
2026,3.18,2.05,423631.36,3.3,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,269075.84
2027,3.0,2.06,435077.35,3.4,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2028,3.11,2.07,446522.2,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2029,3.23,2.06,457965.9,3.4,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2025,3.13,2.03,412184.22,3.3,2094.0,130,8401,9.036225051729327,4.875197323201151,13.426443017335966,Kuala Lumpur,Condominium,476043.43
2026,3.18,2.05,423631.36,3.3,2120.5,130,8401,9.036225051729327,4.875197323201151,13.426443017335966,Kuala Lumpur,Condominium,476043.43
2027,3.0,2.06,435077.35,3.4,2147.1,130,8401,9.036225051729327,4.875197323201151,13.426443017335966,Kuala Lumpur,Condominium,475809.12
2028,3.11,2.07,446522.2,3.4,2173.6,130,8401,9.036225051729327,4.875197323201151,13.426443017335966,Kuala Lumpur,Condominium,475030.21
2029,3.23,2.06,457965.9,3.4,2200.1,130,8401,9.036225051729327,4.875197323201151,13.426443017335966,Kuala Lumpur,Condominium,474565.52
2025,3.13,2.03,412184.22,3.3,2094.0,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1716503.16
2026,3.18,2.05,423631.36,3.3,2120.5,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1720105.27
2027,3.0,2.06,435077.35,3.4,2147.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1717287.15
2028,3.11,2.07,446522.2,3.4,2173.6,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1716503.16
2029,3.23,2.06,457965.9,3.4,2200.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1720105.27
2025,3.13,2.03,412184.22,3.3,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233475.91
2026,3.18,2.05,423631.36,3.3,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233257.46
2027,3.0,2.06,435077.35,3.4,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233418.05
2028,3.11,2.07,446522.2,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233052.26
2029,3.23,2.06,457965.9,3.4,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,233257.46
2025,3.13,2.03,412184.22,3.3,2094.0,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1964357.35
2026,3.18,2.05,423631.36,3.3,2120.5,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1964357.35
2027,3.0,2.06,435077.35,3.4,2147.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1964357.35
2028,3.11,2.07,446522.2,3.4,2173.6,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1964357.35
2029,3.23,2.06,457965.9,3.4,2200.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1964357.35
2025,3.13,2.03,412184.22,3.3,2094.0,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,720841.52
2026,3.18,2.05,423631.36,3.3,2120.5,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,720568.96
2027,3.0,2.06,435077.35,3.4,2147.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,728047.18
2028,3.11,2.07,446522.2,3.4,2173.6,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722624.55
2029,3.23,2.06,457965.9,3.4,2200.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722386.82
2025,3.13,2.03,412184.22,3.3,2094.0,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625888.91
2026,3.18,2.05,423631.36,3.3,2120.5,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625888.91
2027,3.0,2.06,435077.35,3.4,2147.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,623303.34
2028,3.11,2.07,446522.2,3.4,2173.6,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622975.07
2029,3.23,2.06,457965.9,3.4,2200.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622975.07
2025,2.78,2.03,432352.69,3.0,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,261158.06
2026,2.77,2.05,445469.97,3.2,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,269075.84
2027,2.76,2.06,458586.35,3.3,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2028,3.0,2.05,471701.82,3.3,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2029,3.11,2.04,484816.39,3.2,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2025,2.78,2.03,432352.69,3.0,2094.0,103,8401,9.036225051729327,4.6443908991413725,13.426443017335966,Kuala Lumpur,Condominium,461908.22
2026,2.77,2.05,445469.97,3.2,2120.5,84,8401,9.036225051729327,4.442651256490317,13.426443017335966,Kuala Lumpur,Condominium,460642.25
2027,2.76,2.06,458586.35,3.3,2147.1,69,8401,9.036225051729327,4.248495242049359,13.426443017335966,Kuala Lumpur,Condominium,459768.47
2028,3.0,2.05,471701.82,3.3,2173.6,56,8401,9.036225051729327,4.04305126783455,13.426443017335966,Kuala Lumpur,Condominium,467118.02
2029,3.11,2.04,484816.39,3.2,2200.1,46,8401,9.036225051729327,3.8501476017100584,13.426443017335966,Kuala Lumpur,Condominium,465721.1
2025,2.78,2.03,432352.69,3.0,2094.0,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1726300.02
2026,2.77,2.05,445469.97,3.2,2120.5,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1718147.71
2027,2.76,2.06,458586.35,3.3,2147.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1715268.39
2028,3.0,2.05,471701.82,3.3,2173.6,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1719829.23
2029,3.11,2.04,484816.39,3.2,2200.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1726382.51
2025,2.78,2.03,432352.69,3.0,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235697.51
2026,2.77,2.05,445469.97,3.2,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235279.28
2027,2.76,2.06,458586.35,3.3,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235279.28
2028,3.0,2.05,471701.82,3.3,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235419.01
2029,3.11,2.04,484816.39,3.2,2200.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235138.33
2025,2.78,2.03,432352.69,3.0,2094.0,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1973816.01
2026,2.77,2.05,445469.97,3.2,2120.5,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1973816.01
2027,2.76,2.06,458586.35,3.3,2147.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1973816.01
2028,3.0,2.05,471701.82,3.3,2173.6,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1970030.02
2029,3.11,2.04,484816.39,3.2,2200.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1970030.02
2025,2.78,2.03,432352.69,3.0,2094.0,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722997.49
2026,2.77,2.05,445469.97,3.2,2120.5,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722369.24
2027,2.76,2.06,458586.35,3.3,2147.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,720975.46
2028,3.0,2.05,471701.82,3.3,2173.6,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,720426.48
2029,3.11,2.04,484816.39,3.2,2200.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,715436.61
2025,2.78,2.03,432352.69,3.0,2094.0,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625754.86
2026,2.77,2.05,445469.97,3.2,2120.5,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,625754.86
2027,2.76,2.06,458586.35,3.3,2147.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,622287.18
2028,3.0,2.05,471701.82,3.3,2173.6,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,623476.55
2029,3.11,2.04,484816.39,3.2,2200.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,624005.42
2025,2.83,1.94,422950.5,3.5,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,261158.06
2026,2.9,1.95,448192.21,3.4,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,269075.84
2027,2.8,2.0,460796.27,3.4,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2028,3.0,2.3,473389.15,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Cluster House,292406.0
2025,2.83,1.94,422950.5,3.5,2094.0,97,8401,9.036225051729327,4.584967478670572,13.426443017335966,Kuala Lumpur,Condominium,464809.33
2026,2.9,1.95,448192.21,3.4,2120.5,74,8401,9.036225051729327,4.31748811353631,13.426443017335966,Kuala Lumpur,Condominium,463173.42
2027,2.8,2.0,460796.27,3.4,2147.1,56,8401,9.036225051729327,4.04305126783455,13.426443017335966,Kuala Lumpur,Condominium,459025.54
2028,3.0,2.3,473389.15,3.4,2173.6,43,8401,9.036225051729327,3.784189633918261,13.426443017335966,Kuala Lumpur,Condominium,465844.51
2025,2.83,1.94,422950.5,3.5,2094.0,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1705290.21
2026,2.9,1.95,448192.21,3.4,2120.5,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1705290.21
2027,2.8,2.0,460796.27,3.4,2147.1,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1702223.03
2028,3.0,2.3,473389.15,3.4,2173.6,0,108,4.6913478822291435,0.0,13.426443017335966,Kuala Lumpur,Detached House,1706749.18
2025,2.83,1.94,422950.5,3.5,2094.0,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235660.57
2026,2.9,1.95,448192.21,3.4,2120.5,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,235242.41
2027,2.8,2.0,460796.27,3.4,2147.1,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,234796.22
2028,3.0,2.3,473389.15,3.4,2173.6,0,0,0.0,0.0,13.426443017335966,Kuala Lumpur,Flat,234306.23
2025,2.83,1.94,422950.5,3.5,2094.0,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1971292.06
2026,2.9,1.95,448192.21,3.4,2120.5,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1971292.06
2027,2.8,2.0,460796.27,3.4,2147.1,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1971292.06
2028,3.0,2.3,473389.15,3.4,2173.6,0,180,5.198497031265826,0.0,13.426443017335966,Kuala Lumpur,Semi-Detached House,1969464.16
2025,2.83,1.94,422950.5,3.5,2094.0,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,724896.27
2026,2.9,1.95,448192.21,3.4,2120.5,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,723967.44
2027,2.8,2.0,460796.27,3.4,2147.1,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,723082.95
2028,3.0,2.3,473389.15,3.4,2173.6,0,1765,7.476472381163905,0.0,13.426443017335966,Kuala Lumpur,Terraced House,722339.08
2025,2.83,1.94,422950.5,3.5,2094.0,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,624709.07
2026,2.9,1.95,448192.21,3.4,2120.5,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,624709.07
2027,2.8,2.0,460796.27,3.4,2147.1,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,621633.91
2028,3.0,2.3,473389.15,3.4,2173.6,0,132,4.890349128221754,0.0,13.426443017335966,Kuala Lumpur,Town House,623303.34
2025,3.18,1.77,409448.04,1.9,251.2,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,207306.43
2026,3.0,1.88,421388.36,2.1,254.1,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,207514.88
2027,3.13,1.93,433328.07,2.2,257.0,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,207380.26
2028,3.11,1.94,445267.19,2.1,259.9,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,207463.93
2029,3.0,1.95,457205.71,2.3,262.8,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,207146.0
2025,3.18,1.77,409448.04,1.9,251.2,769,28927,10.272565263191902,6.646390514847729,13.1456736101138,Pulau Pinang,Condominium,551198.98
2026,3.0,1.88,421388.36,2.1,254.1,716,31068,10.3439658164813,6.57507584059962,13.1456736101138,Pulau Pinang,Condominium,520003.82
2027,3.13,1.93,433328.07,2.2,257.0,677,33209,10.410606314370792,6.519147287940395,13.1456736101138,Pulau Pinang,Condominium,517681.37
2028,3.11,1.94,445267.19,2.1,259.9,647,35350,10.473081959467745,6.473890696352274,13.1456736101138,Pulau Pinang,Condominium,522915.93
2029,3.0,1.95,457205.71,2.3,262.8,623,37491,10.531882855866376,6.436150368369428,13.1456736101138,Pulau Pinang,Condominium,531128.12
2025,3.18,1.77,409448.04,1.9,251.2,25,4271,8.35983738064003,3.258096538021482,13.1456736101138,Pulau Pinang,Detached House,659738.68
2026,3.0,1.88,421388.36,2.1,254.1,23,4272,8.360071435644025,3.1780538303479458,13.1456736101138,Pulau Pinang,Detached House,727561.48
2027,3.13,1.93,433328.07,2.2,257.0,22,4271,8.35983738064003,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,671447.24
2028,3.11,1.94,445267.19,2.1,259.9,22,4272,8.360071435644025,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,690748.14
2029,3.0,1.95,457205.71,2.3,262.8,22,4271,8.35983738064003,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,722030.66
2025,3.18,1.77,409448.04,1.9,251.2,0,22943,10.040811743399347,0.0,13.1456736101138,Pulau Pinang,Flat,289641.39
2026,3.0,1.88,421388.36,2.1,254.1,0,23329,10.057495365015475,0.0,13.1456736101138,Pulau Pinang,Flat,288453.4
2027,3.13,1.93,433328.07,2.2,257.0,0,24165,10.092701965587253,0.0,13.1456736101138,Pulau Pinang,Flat,288453.4
2028,3.11,1.94,445267.19,2.1,259.9,0,25001,10.126711100650509,0.0,13.1456736101138,Pulau Pinang,Flat,288453.4
2029,3.0,1.95,457205.71,2.3,262.8,0,25837,10.159601555520247,0.0,13.1456736101138,Pulau Pinang,Flat,287096.98
2025,3.18,1.77,409448.04,1.9,251.2,13,2857,7.957877358489813,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1108883.56
2026,3.0,1.88,421388.36,2.1,254.1,13,2833,7.949444420250626,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1102788.89
2027,3.13,1.93,433328.07,2.2,257.0,13,2808,7.940583827104244,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1064217.23
2028,3.11,1.94,445267.19,2.1,259.9,13,2783,7.931644021454311,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1107955.62
2029,3.0,1.95,457205.71,2.3,262.8,13,2759,7.9229859587111955,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1036718.46
2025,3.18,1.77,409448.04,1.9,251.2,30,15648,9.658162296163171,3.4339872044851463,13.1456736101138,Pulau Pinang,Terraced House,817784.45
2026,3.0,1.88,421388.36,2.1,254.1,30,15703,9.661670735956298,3.4339872044851463,13.1456736101138,Pulau Pinang,Terraced House,736546.05
2027,3.13,1.93,433328.07,2.2,257.0,30,15757,9.665103451805633,3.4339872044851463,13.1456736101138,Pulau Pinang,Terraced House,730791.96
2028,3.11,1.94,445267.19,2.1,259.9,30,15810,9.668461179310146,3.4339872044851463,13.1456736101138,Pulau Pinang,Terraced House,735518.81
2029,3.0,1.95,457205.71,2.3,262.8,30,15861,9.671681590643265,3.4339872044851463,13.1456736101138,Pulau Pinang,Terraced House,729272.35
2025,3.18,1.77,409448.04,1.9,251.2,0,605,6.406879986069314,0.0,13.1456736101138,Pulau Pinang,Town House,515663.35
2026,3.0,1.88,421388.36,2.1,254.1,0,605,6.406879986069314,0.0,13.1456736101138,Pulau Pinang,Town House,489910.69
2027,3.13,1.93,433328.07,2.2,257.0,0,605,6.406879986069314,0.0,13.1456736101138,Pulau Pinang,Town House,489910.69
2028,3.11,1.94,445267.19,2.1,259.9,0,605,6.406879986069314,0.0,13.1456736101138,Pulau Pinang,Town House,489910.69
2029,3.0,1.95,457205.71,2.3,262.8,0,605,6.406879986069314,0.0,13.1456736101138,Pulau Pinang,Town House,485411.42
2025,3.13,2.03,412184.22,2.5,251.2,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,205935.99
2026,3.18,2.05,423631.36,2.5,254.1,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,206071.66
2027,3.0,2.06,435077.35,2.5,257.0,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,205703.37
2028,3.11,2.07,446522.2,2.5,259.9,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,205935.99
2029,3.23,2.06,457965.9,2.5,262.8,0,688,6.535241271013659,0.0,13.1456736101138,Pulau Pinang,Cluster House,206071.66
2025,3.13,2.03,412184.22,2.5,251.2,650,30284,10.318407819415048,6.478509642208569,13.1456736101138,Pulau Pinang,Condominium,519655.33
2026,3.18,2.05,423631.36,2.5,254.1,638,32543,10.390348298848286,6.459904454377535,13.1456736101138,Pulau Pinang,Condominium,520042.34
2027,3.0,2.06,435077.35,2.5,257.0,633,34802,10.457458868943517,6.452048954437226,13.1456736101138,Pulau Pinang,Condominium,523222.15
2028,3.11,2.07,446522.2,2.5,259.9,631,37060,10.520320482745682,6.448889394146858,13.1456736101138,Pulau Pinang,Condominium,534630.63
2029,3.23,2.06,457965.9,2.5,262.8,630,39319,10.579488574261102,6.447305862541213,13.1456736101138,Pulau Pinang,Condominium,586643.75
2025,3.13,2.03,412184.22,2.5,251.2,24,4276,8.361007108226909,3.2188758248682006,13.1456736101138,Pulau Pinang,Detached House,642637.66
2026,3.18,2.05,423631.36,2.5,254.1,23,4276,8.361007108226909,3.1780538303479458,13.1456736101138,Pulau Pinang,Detached House,634817.21
2027,3.0,2.06,435077.35,2.5,257.0,22,4276,8.361007108226909,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,701321.11
2028,3.11,2.07,446522.2,2.5,259.9,22,4276,8.361007108226909,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,661110.43
2029,3.23,2.06,457965.9,2.5,262.8,22,4276,8.361007108226909,3.1354942159291497,13.1456736101138,Pulau Pinang,Detached House,635294.23
2025,3.13,2.03,412184.22,2.5,251.2,0,21657,9.983130180188326,0.0,13.1456736101138,Pulau Pinang,Flat,290388.31
2026,3.18,2.05,423631.36,2.5,254.1,0,21657,9.983130180188326,0.0,13.1456736101138,Pulau Pinang,Flat,290388.31
2027,3.0,2.06,435077.35,2.5,257.0,0,21657,9.983130180188326,0.0,13.1456736101138,Pulau Pinang,Flat,290388.31
2028,3.11,2.07,446522.2,2.5,259.9,0,21657,9.983130180188326,0.0,13.1456736101138,Pulau Pinang,Flat,290388.31
2029,3.23,2.06,457965.9,2.5,262.8,0,21657,9.983130180188326,0.0,13.1456736101138,Pulau Pinang,Flat,290388.31
2025,3.13,2.03,412184.22,2.5,251.2,21,2884,7.9672801789422,3.091042453358316,13.1456736101138,Pulau Pinang,Semi-Detached House,1050347.03
2026,3.18,2.05,423631.36,2.5,254.1,13,2860,7.95892649305011,2.639057329615259,13.1456736101138,Pulau Pinang,Semi-Detached House,1052481.61
2027,3.0,2.06,435077.35,2.5,257.0,20,2836,7.950502434808851,3.044522437723423,13.1456736101138,Pulau Pinang,Semi-Detached House,1047565.17
2028,3.11,2.07,446522.2,2.5,259.9,14,2812,7.9420068084898565,2.70805020110221,13.1456736101138,Pulau Pinang,Semi-Detached House,1050230.24
2029,3.23,2.06,457965.9,2.5,262.8,19,2788,7.933438387627489,2.995732273553991,13.1456736101138,Pulau Pinang,Semi-Detached House,1054420.66
2025,3.13,2.03,412184.22,2.5,251.2,25,15656,9.658673380311523,3.258096538021482,13.1456736101138,Pulau Pinang,Terraced House,726064.27
2026,3.18,2.05,423631.36,2.5,254.1,27,15699,9.6614159913364,3.332204510175204,13.1456736101138,Pulau Pinang,Terraced House,725685.73
2027,3.0,2.06,435077.35,2.5,257.0,25,15756,9.665039989962045,3.258096538021482,13.1456736101138,Pulau Pinang,Terraced House,727078.31
2028,3.11,2.07,446522.2,2.5,259.9,27,15804,9.668081624649718,3.332204510175204,13.1456736101138,Pulau Pinang,Terraced House,725685.73
