Year,Interest_Rate,Inflation_Rate,GDP,Unemployment_Rate,Population,House_Overhang,House_Supply,House_Supply_Log,House_Overhang_Log,District_Encoded,State,House_Type,Predicted_House_Price
2025,3.18,1.77,409448.04,3.06,175.1,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590296.89
2026,3.0,1.88,421388.36,3.06,179.3,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590296.89
2027,3.13,1.93,433328.07,3.06,180.4,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590296.89
2028,3.11,1.94,445267.19,3.06,181.7,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590296.89
2029,3.0,1.95,457205.71,3.06,186.0,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590296.89
2025,3.18,1.77,409448.04,3.06,175.1,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,186986.54
2026,3.0,1.88,421388.36,3.06,179.3,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,182837.82
2027,3.13,1.93,433328.07,3.06,180.4,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183525.41
2028,3.11,1.94,445267.19,3.06,181.7,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,184129.49
2029,3.0,1.95,457205.71,3.06,186.0,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183439.63
2025,3.18,1.77,409448.04,3.06,175.1,0,2186,7.690286020676768,0.0,12.570620753406027,Johor,Detached House,280722.14
2026,3.0,1.88,421388.36,3.06,179.3,0,1908,7.554334823725748,0.0,12.570620753406027,Johor,Detached House,303668.23
2027,3.13,1.93,433328.07,3.06,180.4,0,1664,7.417580402414544,0.0,12.570620753406027,Johor,Detached House,291332.49
2028,3.11,1.94,445267.19,3.06,181.7,0,1452,7.2813856635702825,0.0,12.570620753406027,Johor,Detached House,296151.84
2029,3.0,1.95,457205.71,3.06,186.0,0,1267,7.145196134997171,0.0,12.570620753406027,Johor,Detached House,295189.79
2025,3.18,1.77,409448.04,3.06,175.1,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113843.23
2026,3.0,1.88,421388.36,3.06,179.3,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114224.36
2027,3.13,1.93,433328.07,3.06,180.4,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114224.36
2028,3.11,1.94,445267.19,3.06,181.7,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114004.61
2029,3.0,1.95,457205.71,3.06,186.0,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114004.61
2025,3.18,1.77,409448.04,3.06,175.1,29,6700,8.81001204797317,3.4011973816621555,12.570620753406027,Johor,Semi-Detached House,408834.47
2026,3.0,1.88,421388.36,3.06,179.3,18,6743,8.81640849968169,2.9444389791664403,12.570620753406027,Johor,Semi-Detached House,403514.48
2027,3.13,1.93,433328.07,3.06,180.4,18,6756,8.818334283552174,2.9444389791664403,12.570620753406027,Johor,Semi-Detached House,401904.11
2028,3.11,1.94,445267.19,3.06,181.7,18,6780,8.821879862683842,2.9444389791664403,12.570620753406027,Johor,Semi-Detached House,402488.17
2029,3.0,1.95,457205.71,3.06,186.0,18,6805,8.82555985506085,2.9444389791664403,12.570620753406027,Johor,Semi-Detached House,403514.48
2025,3.18,1.77,409448.04,3.06,175.1,18,15999,9.680344001221918,2.9444389791664403,12.570620753406027,Johor,Terraced House,274993.85
2026,3.0,1.88,421388.36,3.06,179.3,19,15977,9.678968055041988,2.995732273553991,12.570620753406027,Johor,Terraced House,281239.58
2027,3.13,1.93,433328.07,3.06,180.4,19,15954,9.677527538712344,2.995732273553991,12.570620753406027,Johor,Terraced House,280867.19
2028,3.11,1.94,445267.19,3.06,181.7,19,15932,9.67614770909051,2.995732273553991,12.570620753406027,Johor,Terraced House,281427.57
2029,3.0,1.95,457205.71,3.06,186.0,19,15910,9.674765972907856,2.995732273553991,12.570620753406027,Johor,Terraced House,281170.33
2025,3.18,1.77,409448.04,3.06,175.1,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,282498.11
2026,3.0,1.88,421388.36,3.06,179.3,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2027,3.13,1.93,433328.07,3.06,180.4,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2028,3.11,1.94,445267.19,3.06,181.7,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2029,3.0,1.95,457205.71,3.06,186.0,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2025,3.13,2.03,412184.22,3.21,175.1,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589949.72
2026,3.18,2.05,423631.36,3.21,179.3,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589949.72
2027,3.0,2.06,435077.35,3.21,180.4,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589949.72
2028,3.11,2.07,446522.2,3.21,181.7,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589949.72
2029,3.23,2.06,457965.9,3.21,186.0,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589949.72
2025,3.13,2.03,412184.22,3.21,175.1,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,185685.9
2026,3.18,2.05,423631.36,3.21,179.3,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183024.16
2027,3.0,2.06,435077.35,3.21,180.4,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,181752.66
2028,3.11,2.07,446522.2,3.21,181.7,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183237.24
2029,3.23,2.06,457965.9,3.21,186.0,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183626.59
2025,3.13,2.03,412184.22,3.21,175.1,0,1903,7.55171221535131,0.0,12.570620753406027,Johor,Detached House,280855.26
2026,3.18,2.05,423631.36,3.21,179.3,0,1659,7.414572881350589,0.0,12.570620753406027,Johor,Detached House,293407.61
2027,3.0,2.06,435077.35,3.21,180.4,0,1446,7.277247726631484,0.0,12.570620753406027,Johor,Detached House,296429.0
2028,3.11,2.07,446522.2,3.21,181.7,0,1260,7.139660335964919,0.0,12.570620753406027,Johor,Detached House,298472.33
2029,3.23,2.06,457965.9,3.21,186.0,0,1099,7.003065458786462,0.0,12.570620753406027,Johor,Detached House,293387.45
2025,3.13,2.03,412184.22,3.21,175.1,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113843.23
2026,3.18,2.05,423631.36,3.21,179.3,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114224.36
2027,3.0,2.06,435077.35,3.21,180.4,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114143.08
2028,3.11,2.07,446522.2,3.21,181.7,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113923.49
2029,3.23,2.06,457965.9,3.21,186.0,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113923.49
2025,3.13,2.03,412184.22,3.21,175.1,17,6605,8.795733605950735,2.8903717578961645,12.570620753406027,Johor,Semi-Detached House,402425.48
2026,3.18,2.05,423631.36,3.21,179.3,16,6643,8.801469470733185,2.833213344056216,12.570620753406027,Johor,Semi-Detached House,402760.46
2027,3.0,2.06,435077.35,3.21,180.4,16,6680,8.807022955925477,2.833213344056216,12.570620753406027,Johor,Semi-Detached House,404097.77
2028,3.11,2.07,446522.2,3.21,181.7,15,6694,8.809116258125274,2.772588722239781,12.570620753406027,Johor,Semi-Detached House,400997.82
2029,3.23,2.06,457965.9,3.21,186.0,15,6700,8.81001204797317,2.772588722239781,12.570620753406027,Johor,Semi-Detached House,400878.0
2025,3.13,2.03,412184.22,3.21,175.1,19,15676,9.659949949068531,2.995732273553991,12.570620753406027,Johor,Terraced House,280854.81
2026,3.18,2.05,423631.36,3.21,179.3,20,15521,9.650013651414085,3.044522437723423,12.570620753406027,Johor,Terraced House,275592.03
2027,3.0,2.06,435077.35,3.21,180.4,20,15389,9.641473226832925,3.044522437723423,12.570620753406027,Johor,Terraced House,281438.42
2028,3.11,2.07,446522.2,3.21,181.7,20,15278,9.634234615552714,3.044522437723423,12.570620753406027,Johor,Terraced House,281463.17
2029,3.23,2.06,457965.9,3.21,186.0,20,15183,9.627997520849709,3.044522437723423,12.570620753406027,Johor,Terraced House,274581.23
2025,3.13,2.03,412184.22,3.21,175.1,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2026,3.18,2.05,423631.36,3.21,179.3,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,282498.11
2027,3.0,2.06,435077.35,3.21,180.4,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2028,3.11,2.07,446522.2,3.21,181.7,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2029,3.23,2.06,457965.9,3.21,186.0,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,281325.64
2025,2.78,2.03,432352.69,2.7,175.1,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,591858.3
2026,2.77,2.05,445469.97,3.1,179.3,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,591489.34
2027,2.76,2.06,458586.35,3.1,180.4,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,591489.34
2028,3.0,2.05,471701.82,3.1,181.7,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,591806.5
2029,3.11,2.04,484816.39,3.1,186.0,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,591806.5
2025,2.78,2.03,432352.69,2.7,175.1,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,193526.78
2026,2.77,2.05,445469.97,3.1,179.3,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,190613.49
2027,2.76,2.06,458586.35,3.1,180.4,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,190613.49
2028,3.0,2.05,471701.82,3.1,181.7,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,182831.31
2029,3.11,2.04,484816.39,3.1,186.0,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,183518.88
2025,2.78,2.03,432352.69,2.7,175.1,0,1911,7.555905093611346,0.0,12.570620753406027,Johor,Detached House,285798.11
2026,2.77,2.05,445469.97,3.1,179.3,0,1667,7.419380582918692,0.0,12.570620753406027,Johor,Detached House,299523.93
2027,2.76,2.06,458586.35,3.1,180.4,0,1452,7.2813856635702825,0.0,12.570620753406027,Johor,Detached House,302390.94
2028,3.0,2.05,471701.82,3.1,181.7,0,1266,7.144407180321139,0.0,12.570620753406027,Johor,Detached House,299925.26
2029,3.11,2.04,484816.39,3.1,186.0,0,1103,7.00669522683704,0.0,12.570620753406027,Johor,Detached House,296907.99
2025,2.78,2.03,432352.69,2.7,175.1,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113877.61
2026,2.77,2.05,445469.97,3.1,179.3,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114135.26
2027,2.76,2.06,458586.35,3.1,180.4,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114054.04
2028,3.0,2.05,471701.82,3.1,181.7,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114004.61
2029,3.11,2.04,484816.39,3.1,186.0,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114004.61
2025,2.78,2.03,432352.69,2.7,175.1,19,6653,8.802973456578423,2.995732273553991,12.570620753406027,Johor,Semi-Detached House,404418.24
2026,2.77,2.05,445469.97,3.1,179.3,19,6705,8.810757927026174,2.995732273553991,12.570620753406027,Johor,Semi-Detached House,404867.87
2027,2.76,2.06,458586.35,3.1,180.4,19,6751,8.817594036275793,2.995732273553991,12.570620753406027,Johor,Semi-Detached House,404867.87
2028,3.0,2.05,471701.82,3.1,181.7,19,6788,8.823058934301647,2.995732273553991,12.570620753406027,Johor,Semi-Detached House,402852.79
2029,3.11,2.04,484816.39,3.1,186.0,19,6845,8.831419819090131,2.995732273553991,12.570620753406027,Johor,Semi-Detached House,401463.84
2025,2.78,2.03,432352.69,2.7,175.1,7,15741,9.664087578702395,2.0794415416798357,12.570620753406027,Johor,Terraced House,269229.41
2026,2.77,2.05,445469.97,3.1,179.3,2,15577,9.653614941479894,1.0986122886681096,12.570620753406027,Johor,Terraced House,258264.71
2027,2.76,2.06,458586.35,3.1,180.4,15,15438,9.644652054641927,2.772588722239781,12.570620753406027,Johor,Terraced House,274592.18
2028,3.0,2.05,471701.82,3.1,181.7,32,15322,9.637110246578176,3.4965075614664802,12.570620753406027,Johor,Terraced House,277598.19
2029,3.11,2.04,484816.39,3.1,186.0,36,15224,9.630694092578098,3.6109179126442243,12.570620753406027,Johor,Terraced House,277168.63
2025,2.78,2.03,432352.69,2.7,175.1,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2026,2.77,2.05,445469.97,3.1,179.3,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2027,2.76,2.06,458586.35,3.1,180.4,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2028,3.0,2.05,471701.82,3.1,181.7,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2029,3.11,2.04,484816.39,3.1,186.0,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2025,2.83,1.94,422950.5,2.7,175.1,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,590727.97
2026,2.9,1.95,448192.21,3.0,179.3,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,588697.62
2027,2.8,2.0,460796.27,3.0,180.4,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,588697.62
2028,3.0,2.3,473389.15,3.0,181.7,0,152,5.030437921392435,0.0,12.570620753406027,Johor,Cluster House,589013.28
2025,2.83,1.94,422950.5,2.7,175.1,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,191661.68
2026,2.9,1.95,448192.21,3.0,179.3,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,188585.88
2027,2.8,2.0,460796.27,3.0,180.4,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,190344.19
2028,3.0,2.3,473389.15,3.0,181.7,0,1347,7.206377291472252,0.0,12.570620753406027,Johor,Condominium,182573.0
2025,2.83,1.94,422950.5,2.7,175.1,0,2125,7.661997558901893,0.0,12.570620753406027,Johor,Detached House,286579.81
2026,2.9,1.95,448192.21,3.0,179.3,0,1855,7.526178913346146,0.0,12.570620753406027,Johor,Detached House,310625.78
2027,2.8,2.0,460796.27,3.0,180.4,0,1600,7.3783837129967145,0.0,12.570620753406027,Johor,Detached House,297684.46
2028,3.0,2.3,473389.15,3.0,181.7,0,1379,7.22983877815125,0.0,12.570620753406027,Johor,Detached House,296090.19
2025,2.83,1.94,422950.5,2.7,175.1,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113877.61
2026,2.9,1.95,448192.21,3.0,179.3,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114135.26
2027,2.8,2.0,460796.27,3.0,180.4,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,114135.26
2028,3.0,2.3,473389.15,3.0,181.7,0,344,5.84354441703136,0.0,12.570620753406027,Johor,Flat,113923.49
2025,2.83,1.94,422950.5,2.7,175.1,12,6544,8.786456678344,2.5649493574615367,12.570620753406027,Johor,Semi-Detached House,400127.08
2026,2.9,1.95,448192.21,3.0,179.3,13,6625,8.798756582859841,2.639057329615259,12.570620753406027,Johor,Semi-Detached House,400155.69
2027,2.8,2.0,460796.27,3.0,180.4,13,6675,8.806274284781725,2.639057329615259,12.570620753406027,Johor,Semi-Detached House,400155.69
2028,3.0,2.3,473389.15,3.0,181.7,13,6689,8.808369153122275,2.639057329615259,12.570620753406027,Johor,Semi-Detached House,398471.6
2025,2.83,1.94,422950.5,2.7,175.1,24,15822,9.669219856718984,3.2188758248682006,12.570620753406027,Johor,Terraced House,281899.04
2026,2.9,1.95,448192.21,3.0,179.3,21,15800,9.6678285081515,3.091042453358316,12.570620753406027,Johor,Terraced House,281400.85
2027,2.8,2.0,460796.27,3.0,180.4,21,15778,9.66643522103567,3.091042453358316,12.570620753406027,Johor,Terraced House,280382.43
2028,3.0,2.3,473389.15,3.0,181.7,21,15757,9.665103451805633,3.091042453358316,12.570620753406027,Johor,Terraced House,280472.5
2025,2.83,1.94,422950.5,2.7,175.1,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2026,2.9,1.95,448192.21,3.0,179.3,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2027,2.8,2.0,460796.27,3.0,180.4,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2028,3.0,2.3,473389.15,3.0,181.7,0,22,3.1354942159291497,0.0,12.570620753406027,Johor,Town House,286305.85
2025,3.18,1.77,409448.04,2.9,2365.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,396450.32
2026,3.0,1.88,421388.36,3.0,2374.5,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,397643.04
2027,3.13,1.93,433328.07,2.7,2377.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,396450.32
2028,3.11,1.94,445267.19,2.9,2382.4,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,396450.32
2029,3.0,1.95,457205.71,2.8,2385.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,396772.73
2025,3.18,1.77,409448.04,2.9,2365.0,464,166123,12.020489776433847,6.142037405587356,13.315314850104105,Selangor,Condominium,377301.01
2026,3.0,1.88,421388.36,3.0,2374.5,465,153973,11.94453903597335,6.144185634125646,13.315314850104105,Selangor,Condominium,378013.76
2027,3.13,1.93,433328.07,2.7,2377.0,448,142711,11.868583892431104,6.1070228877422545,13.315314850104105,Selangor,Condominium,378712.96
2028,3.11,1.94,445267.19,2.9,2382.4,432,132237,11.792358608363598,6.07073772800249,13.315314850104105,Selangor,Condominium,378712.96
2029,3.0,1.95,457205.71,2.8,2385.0,406,122599,11.716682302484248,6.008813185442595,13.315314850104105,Selangor,Condominium,378982.04
2025,3.18,1.77,409448.04,2.9,2365.0,48,17488,9.769327390849192,3.8918202981106265,13.315314850104105,Selangor,Detached House,1683906.47
2026,3.0,1.88,421388.36,3.0,2374.5,61,17890,9.792053072089823,4.127134385045092,13.315314850104105,Selangor,Detached House,1678107.84
2027,3.13,1.93,433328.07,2.7,2377.0,59,18560,9.828817884199099,4.0943445622221,13.315314850104105,Selangor,Detached House,1681055.23
2028,3.11,1.94,445267.19,2.9,2382.4,44,19074,9.856133856152658,3.8066624897703196,13.315314850104105,Selangor,Detached House,1679770.86
2029,3.0,1.95,457205.71,2.8,2385.0,47,19656,9.8861887879578,3.8712010109078907,13.315314850104105,Selangor,Detached House,1679595.14
2025,3.18,1.77,409448.04,2.9,2365.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,200693.19
2026,3.0,1.88,421388.36,3.0,2374.5,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,201167.5
2027,3.13,1.93,433328.07,2.7,2377.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,200590.75
2028,3.11,1.94,445267.19,2.9,2382.4,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,200547.18
2029,3.0,1.95,457205.71,2.8,2385.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,201024.24
2025,3.18,1.77,409448.04,2.9,2365.0,36,14584,9.587748882301822,3.6109179126442243,13.315314850104105,Selangor,Semi-Detached House,1684653.13
2026,3.0,1.88,421388.36,3.0,2374.5,36,15507,9.64911129879082,3.6109179126442243,13.315314850104105,Selangor,Semi-Detached House,1684682.33
2027,3.13,1.93,433328.07,2.7,2377.0,36,15893,9.673696958500125,3.6109179126442243,13.315314850104105,Selangor,Semi-Detached House,1693743.54
2028,3.11,1.94,445267.19,2.9,2382.4,36,16704,9.723463354790857,3.6109179126442243,13.315314850104105,Selangor,Semi-Detached House,1684682.33
2029,3.0,1.95,457205.71,2.8,2385.0,36,17783,9.786054455644033,3.6109179126442243,13.315314850104105,Selangor,Semi-Detached House,1693060.54
2025,3.18,1.77,409448.04,2.9,2365.0,67,195473,12.183182657235928,4.219507705176107,13.315314850104105,Selangor,Terraced House,708197.53
2026,3.0,1.88,421388.36,3.0,2374.5,88,196347,12.18764387406174,4.48863636973214,13.315314850104105,Selangor,Terraced House,710866.74
2027,3.13,1.93,433328.07,2.7,2377.0,56,197890,12.195471653042627,4.04305126783455,13.315314850104105,Selangor,Terraced House,708941.3
2028,3.11,1.94,445267.19,2.9,2382.4,66,198034,12.196199061731875,4.204692619390966,13.315314850104105,Selangor,Terraced House,707739.54
2029,3.0,1.95,457205.71,2.8,2385.0,74,199222,12.202180079314818,4.31748811353631,13.315314850104105,Selangor,Terraced House,710626.32
2025,3.18,1.77,409448.04,2.9,2365.0,45,4634,8.441391477999955,3.828641396489095,13.315314850104105,Selangor,Town House,508721.74
2026,3.0,1.88,421388.36,3.0,2374.5,36,4578,8.429235912657095,3.6109179126442243,13.315314850104105,Selangor,Town House,510880.51
2027,3.13,1.93,433328.07,2.7,2377.0,33,4556,8.424419791263883,3.5263605246161616,13.315314850104105,Selangor,Town House,509522.47
2028,3.11,1.94,445267.19,2.9,2382.4,29,4489,8.4096079807363,3.4011973816621555,13.315314850104105,Selangor,Town House,512992.5
2029,3.0,1.95,457205.71,2.8,2385.0,25,4360,8.380456667842767,3.258096538021482,13.315314850104105,Selangor,Town House,529788.64
2025,3.13,2.03,412184.22,3.0,2365.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398975.59
2026,3.18,2.05,423631.36,3.2,2374.5,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398975.59
2027,3.0,2.06,435077.35,2.8,2377.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398426.1
2028,3.11,2.07,446522.2,2.7,2382.4,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398102.35
2029,3.23,2.06,457965.9,3.0,2385.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398975.59
2025,3.13,2.03,412184.22,3.0,2365.0,461,178771,12.093866529905988,6.135564891081739,13.315314850104105,Selangor,Condominium,375387.74
2026,3.18,2.05,423631.36,3.2,2374.5,458,176299,12.07994236838596,6.129050210060545,13.315314850104105,Selangor,Condominium,375523.99
2027,3.0,2.06,435077.35,2.8,2377.0,439,174067,12.06720130645014,6.0867747269123065,13.315314850104105,Selangor,Condominium,374465.52
2028,3.11,2.07,446522.2,2.7,2382.4,420,172051,12.055552035685816,6.042632833682381,13.315314850104105,Selangor,Condominium,375118.68
2029,3.23,2.06,457965.9,3.0,2385.0,398,170230,12.044911617196579,5.988961416889864,13.315314850104105,Selangor,Condominium,377475.55
2025,3.13,2.03,412184.22,3.0,2365.0,47,17635,9.777697546477828,3.8712010109078907,13.315314850104105,Selangor,Detached House,1701018.46
2026,3.18,2.05,423631.36,3.2,2374.5,59,17906,9.79294697683676,4.0943445622221,13.315314850104105,Selangor,Detached House,1676070.33
2027,3.0,2.06,435077.35,2.8,2377.0,58,18666,9.834512538032596,4.07753744390572,13.315314850104105,Selangor,Detached House,1701047.32
2028,3.11,2.07,446522.2,2.7,2382.4,49,19113,9.858176329826126,3.912023005428146,13.315314850104105,Selangor,Detached House,1702526.06
2029,3.23,2.06,457965.9,3.0,2385.0,45,19700,9.888424674859083,3.828641396489095,13.315314850104105,Selangor,Detached House,1705206.38
2025,3.13,2.03,412184.22,3.0,2365.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,199326.05
2026,3.18,2.05,423631.36,3.2,2374.5,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,199372.53
2027,3.0,2.06,435077.35,2.8,2377.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,200224.61
2028,3.11,2.07,446522.2,2.7,2382.4,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,200017.45
2029,3.23,2.06,457965.9,3.0,2385.0,0,40914,10.619252022961483,0.0,13.315314850104105,Selangor,Flat,199326.05
2025,3.13,2.03,412184.22,3.0,2365.0,37,17332,9.76036747794131,3.6375861597263857,13.315314850104105,Selangor,Semi-Detached House,1696208.46
2026,3.18,2.05,423631.36,3.2,2374.5,37,16931,9.736960601640813,3.6375861597263857,13.315314850104105,Selangor,Semi-Detached House,1696208.46
2027,3.0,2.06,435077.35,2.8,2377.0,37,16622,9.718542557535459,3.6375861597263857,13.315314850104105,Selangor,Semi-Detached House,1702683.68
2028,3.11,2.07,446522.2,2.7,2382.4,37,16382,9.703999490820264,3.6375861597263857,13.315314850104105,Selangor,Semi-Detached House,1702683.68
2029,3.23,2.06,457965.9,3.0,2385.0,37,16197,9.692643056808935,3.6375861597263857,13.315314850104105,Selangor,Semi-Detached House,1696845.21
2025,3.13,2.03,412184.22,3.0,2365.0,53,198619,12.199148730457349,3.9889840465642745,13.315314850104105,Selangor,Terraced House,709415.0
2026,3.18,2.05,423631.36,3.2,2374.5,55,198494,12.19851918987526,4.02535169073515,13.315314850104105,Selangor,Terraced House,708137.35
2027,3.0,2.06,435077.35,2.8,2377.0,61,198945,12.200788710098797,4.127134385045092,13.315314850104105,Selangor,Terraced House,712845.85
2028,3.11,2.07,446522.2,2.7,2382.4,66,198911,12.20061779484721,4.204692619390966,13.315314850104105,Selangor,Terraced House,710207.72
2029,3.23,2.06,457965.9,3.0,2385.0,71,198877,12.200446850378606,4.276666119016055,13.315314850104105,Selangor,Terraced House,709121.04
2025,3.13,2.03,412184.22,3.0,2365.0,45,4804,8.477412321404392,3.828641396489095,13.315314850104105,Selangor,Town House,509382.44
2026,3.18,2.05,423631.36,3.2,2374.5,44,4929,8.503094267036737,3.8066624897703196,13.315314850104105,Selangor,Town House,509817.2
2027,3.0,2.06,435077.35,2.8,2377.0,38,5054,8.528133131454572,3.6635616461296463,13.315314850104105,Selangor,Town House,509598.33
2028,3.11,2.07,446522.2,2.7,2382.4,27,5179,8.55256033525353,3.332204510175204,13.315314850104105,Selangor,Town House,519521.12
2029,3.23,2.06,457965.9,3.0,2385.0,18,5304,8.576405051048084,2.9444389791664403,13.315314850104105,Selangor,Town House,523803.02
2025,2.78,2.03,432352.69,3.0,2365.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,400825.22
2026,2.77,2.05,445469.97,2.5,2374.5,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,399947.94
2027,2.76,2.06,458586.35,2.7,2377.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,399947.94
2028,3.0,2.05,471701.82,2.0,2382.4,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,397457.93
2029,3.11,2.04,484816.39,2.9,2385.0,0,2786,7.932721027481948,0.0,13.315314850104105,Selangor,Cluster House,398116.43
2025,2.78,2.03,432352.69,3.0,2365.0,583,177704,12.08788015105697,6.369900982828227,13.315314850104105,Selangor,Condominium,375523.77
2026,2.77,2.05,445469.97,2.5,2374.5,431,174244,12.068217633806487,6.068425588244111,13.315314850104105,Selangor,Condominium,374221.3
