Year,State,District,Quarter,House_Type,Interest_Rate,Inflation_Rate,GDP,Unemployment_Rate,Population,House_Overhang,House_Price,House_Demand,House_Supply
2015,Johor,Pontian,3,Semi-Detached House,3.21,3.83,297965.0,3.1,207.1,0.0,255000.0,2214.0,2214.0
2015,Johor,Pontian,3,Terraced House,3.21,3.83,297965.0,3.1,207.1,9.0,200000.0,7001.0,7010.0
2015,Johor,Pontian,3,Town House,3.21,3.83,297965.0,3.1,207.1,0.0,257500.0,0.0,0.0
2015,Johor,Pontian,4,Cluster House,3.16,3.6,307745.0,3.1,207.1,0.0,550000.0,72.0,72.0
2015,Johor,Pontian,4,Condominium,3.16,3.6,307745.0,3.1,207.1,0.0,220000.0,0.0,0.0
2015,Johor,Pontian,4,Detached House,3.16,3.6,307745.0,3.1,207.1,0.0,164000.0,7063.0,7063.0
2015,Johor,Pontian,4,Flat,3.16,3.6,307745.0,3.1,207.1,0.0,89250.0,148.0,148.0
2015,Johor,Pontian,4,Semi-Detached House,3.16,3.6,307745.0,3.1,207.1,0.0,200000.0,2214.0,2214.0
2015,Johor,Pontian,4,Terraced House,3.16,3.6,307745.0,3.1,207.1,7.0,234000.0,7028.0,7035.0
2015,Johor,Pontian,4,Town House,3.16,3.6,307745.0,3.1,207.1,0.0,257500.0,0.0,0.0
2015,Johor,Segamat,1,Cluster House,3.24,1.1,282255.0,3.1,275.9,0.0,388800.0,40.0,40.0
2015,Johor,Segamat,1,Condominium,3.24,1.1,282255.0,3.1,275.9,0.0,81000.0,0.0,0.0
2015,Johor,Segamat,1,Detached House,3.24,1.1,282255.0,3.1,275.9,0.0,230000.0,8020.0,8020.0
2015,Johor,Segamat,1,Flat,3.24,1.1,282255.0,3.1,275.9,0.0,60000.0,30.0,30.0
2015,Johor,Segamat,1,Semi-Detached House,3.24,1.1,282255.0,3.1,275.9,0.0,359000.0,3058.0,3058.0
